condition: 1 = control,Cell index,KT pair No.,KT no.,Img no.,,Channel 1,,Frame,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,KK dist,,,Channel 2,,Width,Pixel width,intensity centroid to disc center x,peak to disc center x,,,KK dist
1,5,2,1,4,,1,,3,,0.204751267,0.46,0.021603564,0.020714375,,,2.58256312,,,2,,0.207800694,0.23,0.007162414,-0.007665545,,,2.58256312
1,5,2,1,5,,1,,4,,0.193966882,0.414,0.016478032,0.009207202,,,2.682237925,,,2,,0.213394814,0.276,0.018328762,0.025107195,,,2.682237925
1,5,2,1,6,,1,,5,,0.188463621,0.46,0.008996988,0.008594172,,,2.674337355,,,2,,0.209494831,0.276,0.013592686,0.014814662,,,2.674337355
1,5,2,1,7,,1,,6,,0.189615797,0.322,0.039191582,0.034749664,,,2.674337355,,,2,,0.194485361,0.23,0.042334067,0.03973643,,,2.674337355
1,5,2,1,8,,1,,7,,0.190319467,0.414,0.043233108,0.04551517,,,2.761532963,,,2,,0.189998334,0.23,0.03294826,0.031804996,,,2.761532963
1,5,2,1,9,,1,,8,,0.220808843,0.46,0.040129985,0.049691079,,,2.674337355,,,2,,0.192331616,0.23,0.026417198,0.023224139,,,2.674337355
1,5,2,1,10,,1,,9,,0.203518968,0.506,0.03335692,0.031629231,,,2.48570317,,,2,,0.200500435,0.23,0.029195724,0.026992363,,,2.48570317
1,5,2,1,11,,1,,10,,0.181903586,0.46,0.019304442,0.018240234,,,2.307348308,,,2,,0.205840073,0.276,0.025929486,0.024912543,,,2.307348308
1,5,2,1,12,,1,,11,,0.186691988,0.506,0.021373597,0.018323062,,,2.301839311,,,2,,0.186048907,0.23,0.032725927,0.026491293,,,2.301839311
1,5,2,1,13,,1,,12,,0.180107841,0.46,0.00763224,-0.001781789,,,2.301839311,,,2,,0.194875546,0.23,0.024556411,-0.00196966,,,2.301839311
1,5,2,1,14,,1,,13,,0.191495481,0.414,0.022594177,0.016297894,,,2.116000042,,,2,,0.20481359,0.276,0.014346948,-0.001638392,,,2.116000042
1,5,2,1,15,,1,,14,,0.19062208,0.322,0.023724582,0.017311294,,,2.02400004,,,2,,0.188954405,0.23,0.039551348,0.029462454,,,2.02400004
1,5,2,1,16,,1,,15,,0.189386088,0.322,0.02471113,0.022496364,,,2.117999098,,,2,,0.196008833,0.23,0.026739588,0.018187762,,,2.117999098
1,5,2,1,17,,1,,16,,0.185187127,0.322,0.022205473,0.019623055,,,2.116000042,,,2,,0.183480884,0.23,0.03508936,0.037263822,,,2.116000042
1,5,2,1,18,,1,,17,,0.209422424,0.368,0.012586657,0.007645794,,,2.208000044,,,2,,0.225159284,0.23,0.014542149,0.000604436,,,2.208000044
1,5,2,1,19,,1,,18,,0.185910546,0.322,0.020852178,0.012837213,,,2.215653447,,,2,,0.189000203,0.23,-0.004526241,-0.001808994,,,2.215653447
1,5,2,1,20,,1,,19,,0.206656507,0.552,0.037209705,0.030191305,,,2.301839311,,,2,,0.191227589,0.276,0.033485159,0.010299055,,,2.301839311
1,5,2,1,21,,1,,20,,0.200574622,0.506,0.022443087,0.018890125,,,2.301839311,,,2,,0.199635815,0.23,0.027649655,0.023722371,,,2.301839311
1,5,2,1,22,,1,,21,,0.219556823,0.368,0.01896821,0.02000783,,,2.300000046,,,2,,0.21538088,0.276,0.019315654,0.01350128,,,2.300000046
1,5,2,1,23,,1,,22,,0.22597837,0.552,0.026249496,0.011584282,,,2.576000052,,,2,,0.210549254,0.276,0.030333592,0.004393975,,,2.576000052
1,5,2,1,24,,1,,23,,0.222369144,0.552,0.027734076,0.022393303,,,2.669585789,,,2,,0.251217653,0.276,0.004749379,0.003770847,,,2.669585789
1,5,2,1,25,,1,,24,,0.225663889,0.506,-0.004126237,-0.013785923,,,2.761532963,,,2,,0.218443517,0.322,0.01793452,0.00825388,,,2.761532963
1,5,2,1,26,,1,,25,,0.239378494,0.506,0.022938453,0.003826456,,,2.761532963,,,2,,0.214039009,0.276,0.012760692,0.001510548,,,2.761532963
1,5,2,1,27,,1,,26,,0.227564861,0.552,0.012177714,-0.006326022,,,2.853483542,,,2,,0.247259899,0.368,0.02043054,-0.01689594,,,2.853483542
1,5,2,1,28,,1,,27,,0.210215299,0.552,0.005819637,-0.004364431,,,2.857929377,,,2,,0.22197869,0.368,0.006614015,-0.01131555,,,2.857929377
1,5,2,1,29,,1,,28,,0.236512091,0.506,0.037642834,0.038936001,,,2.857929377,,,2,,0.221610471,0.368,0.022414951,0.008561685,,,2.857929377
1,5,2,1,30,,1,,29,,0.22175183,0.322,0.017362142,0.016526094,,,3.036000061,,,2,,0.251380923,0.368,0.010996725,-0.024158862,,,3.036000061
1,5,2,1,31,,1,,30,,0.253145453,0.368,0.015769688,0.01186927,,,3.128000063,,,2,,0.260593088,0.368,0.008278678,-0.006549297,,,3.128000063
1,5,2,1,32,,1,,31,,0.227292203,0.552,-0.014195944,-0.018936551,,,3.313277598,,,2,,0.236514462,0.368,-0.008457063,-0.011202055,,,3.313277598
1,5,2,1,33,,1,,32,,0.235891965,0.552,0.030616298,0.027862233,,,3.220000064,,,2,,0.246226946,0.368,0.015122465,0.002945004,,,3.220000064
1,5,2,1,34,,1,,33,,0.217327669,0.506,0.026465934,0.026641948,,,3.129352711,,,2,,0.226574065,0.368,0.010639512,0.008602538,,,3.129352711
1,5,2,1,35,,1,,34,,0.218469114,0.552,0.040129681,0.018991773,,,3.036000061,,,2,,0.221564008,0.322,0.002346787,-0.034475107,,,3.036000061
1,5,2,1,36,,1,,35,,0.225242279,0.506,0.025813564,-0.011180851,,,3.129352711,,,2,,0.219798383,0.322,0.009619439,-0.020124521,,,3.129352711
1,5,2,1,37,,1,,36,,0.215937539,0.46,0.016584565,-0.003303904,,,3.03739368,,,2,,0.205068756,0.322,0.017413337,0.001482287,,,3.03739368
1,5,2,1,38,,1,,37,,0.234777216,0.552,0.010722102,-0.005233629,,,3.036000061,,,2,,0.22308897,0.322,0.00425331,-0.018250241,,,3.036000061
1,5,2,1,39,,1,,38,,0.224667244,0.506,0.036292698,0.010017999,,,2.944000059,,,2,,0.196059327,0.322,0.001234114,-0.018515056,,,2.944000059
1,5,2,1,40,,1,,39,,0.20629562,0.506,0.022998905,-0.001373657,,,3.128000063,,,2,,0.202583772,0.276,0.022476885,0.005989945,,,3.128000063
1,5,2,1,41,,1,,40,,0.221363,0.506,0.005530389,-0.032699476,,,3.133407154,,,2,,0.218169634,0.322,0.012697567,-0.023819759,,,3.133407154
1,5,2,1,42,,1,,41,,0.221364644,0.46,0.012860625,-0.005700244,,,3.221314082,,,2,,0.221724359,0.322,0.004115987,-0.025403217,,,3.221314082
1,5,2,1,43,,1,,42,,0.221119201,0.506,0.001743857,-0.034433804,,,3.129352711,,,2,,0.251818975,0.322,0.00781906,-0.021982955,,,3.129352711
1,5,2,1,44,,1,,43,,0.214480288,0.506,0.018965682,0.004276883,,,3.129352711,,,2,,0.213141196,0.322,0.001962257,-0.008113387,,,3.129352711
1,5,2,1,45,,1,,44,,0.218347287,0.46,0.004331916,-0.010152938,,,3.221314082,,,2,,0.231984527,0.322,-0.004629578,-0.021339539,,,3.221314082
1,5,2,1,46,,1,,45,,0.238989891,0.506,0.025163946,0.002810569,,,3.220000064,,,2,,0.216454536,0.276,0.026745325,0.024616966,,,3.220000064
1,5,2,1,47,,1,,46,,0.215562066,0.506,0.009863038,-0.003529172,,,3.221314082,,,2,,0.219514681,0.276,0.039902446,0.042899317,,,3.221314082
1,5,2,1,48,,1,,47,,0.209443574,0.506,-0.005303007,-0.011300516,,,3.128000063,,,2,,0.209731212,0.276,0.0485623,0.022924665,,,3.128000063
1,5,2,1,49,,1,,48,,0.219039541,0.506,0.047931347,0.009774475,,,3.03739368,,,2,,0.203494335,0.322,0.052959449,0.020999489,,,3.03739368
1,5,2,1,50,,1,,49,,0.23507138,0.506,0.011943853,-0.002383553,,,2.945437208,,,2,,0.218418897,0.276,0.02410013,0.019069836,,,2.945437208
1,5,2,1,51,,1,,50,,0.23380446,0.46,0.00545927,-0.013291518,,,2.944000059,,,2,,0.25563081,0.368,0.019611408,0.003869481,,,2.944000059
1,5,2,1,52,,1,,51,,0.23611975,0.414,0.023866719,-0.002194537,,,2.852000057,,,2,,0.253554597,0.322,0.029407639,0.004314083,,,2.852000057
1,5,2,1,53,,1,,52,,0.22467781,0.414,-0.011670154,-0.033852907,,,2.945437208,,,2,,0.242498292,0.322,0.029177287,0.038887527,,,2.945437208
1,5,2,1,54,,1,,53,,0.213101582,0.414,-0.01141314,-0.022534628,,,3.036000061,,,2,,0.226745203,0.368,0.003726871,-0.028061285,,,3.036000061
1,5,2,1,55,,1,,54,,0.210750335,0.368,0.018043731,0.006746867,,,3.03739368,,,2,,0.262272059,0.322,0.009781861,-0.006265238,,,3.03739368
1,5,2,1,56,,1,,55,,0.246609441,0.414,0.014558171,0.000643457,,,3.128000063,,,2,,0.243463295,0.322,0.002156761,-0.013639923,,,3.128000063
1,5,2,1,57,,1,,56,,0.219812592,0.506,0.012552616,-0.003999976,,,3.03739368,,,2,,0.236862063,0.276,0.028237372,0.023346891,,,3.03739368
1,5,2,1,58,,1,,57,,0.220579627,0.414,0.017471258,0.019161317,,,2.945437208,,,2,,0.236270959,0.322,0.004380007,-0.014835751,,,2.945437208
1,5,2,1,59,,1,,58,,0.226993434,0.368,0.014584771,0.016840196,,,2.949744455,,,2,,0.235120638,0.23,0.024302587,0.02659722,,,2.949744455
1,5,2,1,60,,1,,59,,0.230961425,0.506,0.023779505,0.017644968,,,2.865323774,,,2,,0.212945152,0.276,0.016769913,-0.004855398,,,2.865323774
1,5,2,1,61,,1,,60,,0.234791651,0.414,0.010179525,-0.003414823,,,2.674337355,,,2,,0.23208794,0.276,0.009110148,-0.002246931,,,2.674337355
1,5,2,2,2,,1,,1,,0.201846027,0.322,0.034555371,0.028782038,,,2.577642385,,,2,,0.190448061,0.23,0.024841622,0.021423134,,,2.577642385
1,5,2,2,3,,1,,2,,0.187054467,0.368,0.008844377,0.015989295,,,2.490805542,,,2,,0.171367834,0.276,0.016621216,0.017432049,,,2.490805542
1,5,2,2,4,,1,,3,,0.175026619,0.368,0.015475976,0.015255547,,,2.58256312,,,2,,0.175067678,0.276,0.022692052,0.029458479,,,2.58256312
1,5,2,2,5,,1,,4,,0.183919969,0.414,0.013247948,0.013393475,,,2.682237925,,,2,,0.184115915,0.23,0.015816964,0.021715606,,,2.682237925
1,5,2,2,6,,1,,5,,0.191160461,0.46,0.035041217,0.042085546,,,2.674337355,,,2,,0.205186442,0.23,0.024172681,0.026271601,,,2.674337355
1,5,2,2,7,,1,,6,,0.190305942,0.414,-0.000983434,0.003596467,,,2.674337355,,,2,,0.188116239,0.276,0.026698572,0.013364028,,,2.674337355
1,5,2,2,8,,1,,7,,0.175068917,0.46,-0.010851062,-0.006704908,,,2.761532963,,,2,,0.18481299,0.23,0.017085972,0.013538088,,,2.761532963
1,5,2,2,9,,1,,8,,0.17803949,0.414,0.007686354,0.005497111,,,2.674337355,,,2,,0.185575408,0.23,0.018300295,0.00855136,,,2.674337355
1,5,2,2,10,,1,,9,,0.201897802,0.414,0.033976681,0.033991137,,,2.48570317,,,2,,0.173260151,0.276,0.006866734,0.00821847,,,2.48570317
1,5,2,2,11,,1,,10,,0.181252515,0.368,0.022364491,0.021906242,,,2.307348308,,,2,,0.185994963,0.276,-0.002984715,-0.00860753,,,2.307348308
1,5,2,2,12,,1,,11,,0.185423148,0.506,0.042538988,0.037019927,,,2.301839311,,,2,,0.19362105,0.23,-0.000242934,-0.002977624,,,2.301839311
1,5,2,2,13,,1,,12,,0.189158442,0.414,0.018785201,0.020486491,,,2.301839311,,,2,,0.188815203,0.276,0.020072841,0.013406214,,,2.301839311
1,5,2,2,14,,1,,13,,0.187872321,0.414,0.016081406,0.01540722,,,2.116000042,,,2,,0.167490003,0.276,0.025693196,0.015841976,,,2.116000042
1,5,2,2,15,,1,,14,,0.16593184,0.368,0.012476455,0.003231248,,,2.02400004,,,2,,0.176961773,0.23,0.006613841,-0.004254058,,,2.02400004
1,5,2,2,16,,1,,15,,0.167882153,0.414,0.026550597,0.018331815,,,2.117999098,,,2,,0.182072035,0.23,0.013989121,0.013849423,,,2.117999098
1,5,2,2,17,,1,,16,,0.172858264,0.414,0.021825744,0.005859676,,,2.116000042,,,2,,0.203654269,0.276,0.020143163,0.017909708,,,2.116000042
1,5,2,2,18,,1,,17,,0.191297013,0.414,0.049824093,0.053360422,,,2.208000044,,,2,,0.20345506,0.276,0.028415228,0.031292151,,,2.208000044
1,5,2,2,19,,1,,18,,0.179568515,0.414,0.025037767,0.025926035,,,2.215653447,,,2,,0.191962167,0.23,0.015394381,0.010369381,,,2.215653447
1,5,2,2,20,,1,,19,,0.183612811,0.414,0.016155498,0.014443064,,,2.301839311,,,2,,0.186168656,0.23,0.039298417,0.036117555,,,2.301839311
1,5,2,2,21,,1,,20,,0.185018823,0.414,0.029233455,0.029998704,,,2.301839311,,,2,,0.180308728,0.276,0.006994257,-0.002231854,,,2.301839311
1,5,2,2,22,,1,,21,,0.183066048,0.414,0.007432819,0.000175644,,,2.300000046,,,2,,0.169663853,0.23,0.01859232,0.020559523,,,2.300000046
1,5,2,2,23,,1,,22,,0.175113913,0.414,0.023508009,0.02604034,,,2.576000052,,,2,,0.178599396,0.23,0.024164428,0.018832488,,,2.576000052
1,5,2,2,24,,1,,23,,0.208893886,0.46,0.037960522,0.037132002,,,2.669585789,,,2,,0.184401482,0.23,0.013990438,0.00921406,,,2.669585789
1,5,2,2,25,,1,,24,,0.202001313,0.414,0.029271673,0.027382859,,,2.761532963,,,2,,0.193698948,0.23,0.02255289,0.011271354,,,2.761532963
1,5,2,2,26,,1,,25,,0.19892492,0.414,0.03297538,0.031455815,,,2.761532963,,,2,,0.192219915,0.276,0.016938529,0.018048428,,,2.761532963
1,5,2,2,27,,1,,26,,0.192014243,0.506,0.055454236,0.06581067,,,2.853483542,,,2,,0.198630676,0.276,0.019163154,0.031736227,,,2.853483542
1,5,2,2,28,,1,,27,,0.182817877,0.414,0.036401785,0.040050756,,,2.857929377,,,2,,0.186209244,0.276,-0.006258916,0.00048029,,,2.857929377
1,5,2,2,29,,1,,28,,0.21786875,0.506,0.050756652,0.056525697,,,2.857929377,,,2,,0.216892436,0.276,0.020072216,0.049857626,,,2.857929377
1,5,2,2,30,,1,,29,,0.190999204,0.46,-0.008179734,0.008638655,,,3.036000061,,,2,,0.214677695,0.322,0.036186249,0.047957895,,,3.036000061
1,5,2,2,31,,1,,30,,0.193485646,0.368,0.016804916,0.047240514,,,3.128000063,,,2,,0.197183954,0.276,0.02723903,0.047616154,,,3.128000063
1,5,2,2,32,,1,,31,,0.197928268,0.46,-8.36E-05,0.018086482,,,3.313277598,,,2,,0.191937383,0.322,-0.008551563,0.016629753,,,3.313277598
1,5,2,2,33,,1,,32,,0.19235497,0.46,-0.006022673,0.026203958,,,3.220000064,,,2,,0.218163727,0.322,0.006314767,0.010845192,,,3.220000064
1,5,2,2,34,,1,,33,,0.229612722,0.506,0.013528638,0.029958056,,,3.129352711,,,2,,0.234193685,0.414,0.005799067,0.000916873,,,3.129352711
1,5,2,2,35,,1,,34,,0.225795733,0.506,0.048441229,0.0707503,,,3.036000061,,,2,,0.218771571,0.368,0.020936242,0.031998155,,,3.036000061
1,5,2,2,36,,1,,35,,0.24165299,0.506,0.037236796,0.077894076,,,3.129352711,,,2,,0.210679115,0.368,0.007807994,0.022524243,,,3.129352711
1,5,2,2,37,,1,,36,,0.237358717,0.506,0.05237902,0.079339778,,,3.03739368,,,2,,0.23077532,0.414,0.021273199,0.042418241,,,3.03739368
1,5,2,2,38,,1,,37,,0.180489328,0.506,0.037341204,0.065762488,,,3.036000061,,,2,,0.179758004,0.322,0.028242405,0.05209556,,,3.036000061
1,5,2,2,39,,1,,38,,0.178284281,0.552,0.086285712,0.115921753,,,2.944000059,,,2,,0.19118333,0.322,-0.02007702,0.006943171,,,2.944000059
1,5,2,2,40,,1,,39,,0.19026706,0.506,0.093378649,0.115117144,,,3.128000063,,,2,,0.20370406,0.276,0.01234937,0.017011644,,,3.128000063
1,5,2,2,41,,1,,40,,0.219127965,0.552,0.06035868,0.069720682,,,3.133407154,,,2,,0.198454636,0.276,-0.012390249,0.006115707,,,3.133407154
1,5,2,2,42,,1,,41,,0.20886153,0.552,0.073564272,0.085964347,,,3.221314082,,,2,,0.203760742,0.276,0.01578775,0.000410979,,,3.221314082
1,5,2,2,43,,1,,42,,0.218244146,0.506,0.062134449,0.071683407,,,3.129352711,,,2,,0.202938789,0.23,0.024983183,0.021011815,,,3.129352711
1,5,2,2,44,,1,,43,,0.197551259,0.322,0.051514657,0.069422444,,,3.129352711,,,2,,0.216446537,0.276,0.025826686,0.042004785,,,3.129352711
1,5,2,2,45,,1,,44,,0.208027857,0.368,0.032959277,0.044846403,,,3.221314082,,,2,,0.20581038,0.276,0.028679079,0.026035839,,,3.221314082
1,5,2,2,46,,1,,45,,0.219028845,0.46,0.048289832,0.06907825,,,3.220000064,,,2,,0.204101196,0.23,0.035707295,0.041075284,,,3.220000064
1,5,2,2,47,,1,,46,,0.210153564,0.46,0.056221303,0.073028448,,,3.221314082,,,2,,0.195273717,0.276,0.018361319,0.018748352,,,3.221314082
1,5,2,2,48,,1,,47,,0.204603222,0.368,0.039627225,0.052907877,,,3.128000063,,,2,,0.198730819,0.23,0.035757789,0.041963792,,,3.128000063
1,5,2,2,49,,1,,48,,0.202263591,0.322,0.030554486,0.040507204,,,3.03739368,,,2,,0.193270734,0.276,0.03516323,0.039122564,,,3.03739368
1,5,2,2,50,,1,,49,,0.215099789,0.414,0.030912882,0.039159156,,,2.945437208,,,2,,0.194361788,0.276,0.024969976,0.031720623,,,2.945437208
1,5,2,2,51,,1,,50,,0.19761812,0.414,0.015688401,0.029090195,,,2.944000059,,,2,,0.182450817,0.276,0.008082278,0.00675823,,,2.944000059
1,5,2,2,52,,1,,51,,0.215600983,0.414,0.041279088,0.048089765,,,2.852000057,,,2,,0.18436635,0.322,0.018122819,0.016663337,,,2.852000057
1,5,2,2,53,,1,,52,,0.214846432,0.46,0.036239177,0.049570503,,,2.945437208,,,2,,0.213792501,0.322,0.008391667,0.012304758,,,2.945437208
1,5,2,2,54,,1,,53,,0.210738851,0.368,0.039419235,0.048646454,,,3.036000061,,,2,,0.208963237,0.276,0.034949671,0.039471157,,,3.036000061
1,5,2,2,55,,1,,54,,0.189660984,0.368,0.024737415,0.027127306,,,3.03739368,,,2,,0.202462434,0.276,0.002183134,0.001700794,,,3.03739368
1,5,2,2,56,,1,,55,,0.188684578,0.368,0.033803678,0.042604182,,,3.128000063,,,2,,0.206045689,0.276,0.032164896,0.026570339,,,3.128000063
1,5,2,2,57,,1,,56,,0.20640226,0.414,0.019137584,0.025102768,,,3.03739368,,,2,,0.217624105,0.368,0.017567094,0.01652617,,,3.03739368
1,5,2,2,58,,1,,57,,0.220946959,0.414,0.040477765,0.053433275,,,2.945437208,,,2,,0.212239216,0.322,0.006970333,0.013577191,,,2.945437208
1,5,2,2,59,,1,,58,,0.205239267,0.46,0.053477603,0.057062021,,,2.949744455,,,2,,0.219471766,0.322,0.04775607,0.051768943,,,2.949744455
1,5,2,2,60,,1,,59,,0.225085371,0.46,0.040196752,0.053027682,,,2.865323774,,,2,,0.219217408,0.322,0.024388987,0.027983287,,,2.865323774
1,5,2,2,61,,1,,60,,0.207244032,0.46,0.030663735,0.040797737,,,2.674337355,,,2,,0.21295613,0.322,0.02536574,0.020424581,,,2.674337355
1,5,3,1,2,,1,,1,,0.193709235,0.414,0.036355832,0.039342965,,,2.761532963,,,2,,0.198662687,0.276,0.020981818,0.009898025,,,2.761532963
1,5,3,1,3,,1,,2,,0.1950883,0.414,0.009339284,0.012001389,,,2.760000055,,,2,,0.198694739,0.23,0.023420117,0.027475224,,,2.760000055
1,5,3,1,4,,1,,3,,0.202018485,0.414,0.011054009,0.017536034,,,2.766126589,,,2,,0.195351213,0.276,0.022668243,0.032264483,,,2.766126589
1,5,3,1,5,,1,,4,,0.190107266,0.46,-0.041136569,-0.041563224,,,2.773765727,,,2,,0.197441174,0.23,0.029696114,0.042923936,,,2.773765727
1,5,3,1,6,,1,,5,,0.185004242,0.368,-0.010460385,-0.000498874,,,2.966910911,,,2,,0.192651784,0.23,0.019416513,0.014474104,,,2.966910911
1,5,3,1,7,,1,,6,,0.191731868,0.368,0.011770126,0.021410917,,,2.949744455,,,2,,0.188777375,0.23,0.011820466,0.006277172,,,2.949744455
1,5,3,1,8,,1,,7,,0.193669437,0.414,0.03135159,0.034366925,,,2.853483542,,,2,,0.207021162,0.276,0.017787029,0.005764038,,,2.853483542
1,5,3,1,9,,1,,8,,0.202051958,0.46,-0.061330745,-0.061739384,,,3.03739368,,,2,,0.230979276,0.23,0.015274797,0.002802978,,,3.03739368
1,5,3,1,10,,1,,9,,0.219357026,0.46,-0.030709355,-0.02839338,,,3.041570708,,,2,,0.199679031,0.23,0.024626259,0.028604991,,,3.041570708
1,5,3,1,11,,1,,10,,0.201210255,0.414,0.019362712,0.029914515,,,3.225252923,,,2,,0.197969654,0.23,0.02747466,0.028332513,,,3.225252923
1,5,3,1,12,,1,,11,,0.199894136,0.368,0.011999654,0.021273227,,,3.133407154,,,2,,0.198771462,0.276,0.022919349,0.026354761,,,3.133407154
1,5,3,1,13,,1,,12,,0.188961119,0.414,-0.012321931,-0.006524479,,,3.129352711,,,2,,0.208641577,0.276,0.025291238,0.027242834,,,3.129352711
1,5,3,1,14,,1,,13,,0.209763381,0.506,-0.010194828,-0.001199288,,,3.129352711,,,2,,0.194357454,0.23,0.006584118,0.012574147,,,3.129352711
1,5,3,1,15,,1,,14,,0.190551974,0.46,-0.00623344,0.003563771,,,3.03739368,,,2,,0.198092117,0.276,0.007037276,0.004319501,,,3.03739368
1,5,3,1,16,,1,,15,,0.209991714,0.46,0.005004839,0.017836474,,,3.036000061,,,2,,0.207230589,0.276,0.025126893,0.026521797,,,3.036000061
1,5,3,1,17,,1,,16,,0.212761234,0.46,0.034919581,0.048659937,,,2.852000057,,,2,,0.186505445,0.276,0.017251097,0.009642764,,,2.852000057
1,5,3,1,18,,1,,17,,0.208110743,0.414,0.044751474,0.0554588,,,2.853483542,,,2,,0.19456557,0.23,0.026196416,0.032998776,,,2.853483542
1,5,3,1,19,,1,,18,,0.207258543,0.414,0.029017242,0.037813199,,,2.852000057,,,2,,0.199977927,0.276,0.016503322,0.02302586,,,2.852000057
1,5,3,1,20,,1,,19,,0.203121737,0.506,0.043846263,0.050082484,,,2.853483542,,,2,,0.195295598,0.322,0.036793374,0.028643984,,,2.853483542
1,5,3,1,21,,1,,20,,0.198172538,0.46,0.051066381,0.060866576,,,2.945437208,,,2,,0.197034686,0.276,0.029307208,0.020050918,,,2.945437208
1,5,3,1,22,,1,,21,,0.192070039,0.414,0.011884903,0.020661967,,,2.945437208,,,2,,0.18442886,0.23,0.017373759,0.01016396,,,2.945437208
1,5,3,1,23,,1,,22,,0.187494664,0.46,0.047569162,0.053028675,,,3.03739368,,,2,,0.195715408,0.276,0.028012507,0.028492943,,,3.03739368
1,5,3,1,24,,1,,23,,0.196379829,0.46,0.036764895,0.041647046,,,3.133407154,,,2,,0.183947612,0.23,0.021302111,0.016784016,,,3.133407154
1,5,3,1,25,,1,,24,,0.203138696,0.46,0.056231732,0.066767898,,,3.23180699,,,2,,0.206213078,0.276,0.027480569,0.02207089,,,3.23180699
1,5,3,1,26,,1,,25,,0.215271841,0.46,0.030606738,0.040094795,,,3.240960416,,,2,,0.19289238,0.23,0.027516155,0.030709024,,,3.240960416
1,5,3,1,27,,1,,26,,0.210895359,0.46,0.034593343,0.045906056,,,3.23180699,,,2,,0.201265197,0.23,0.015676114,0.021731455,,,3.23180699
1,5,3,1,28,,1,,27,,0.199608346,0.414,0.042572463,0.052960958,,,3.23180699,,,2,,0.192292428,0.23,0.021786097,0.020565823,,,3.23180699
1,5,3,1,29,,1,,28,,0.23074701,0.552,0.086089886,0.0917839,,,3.225252923,,,2,,0.20478609,0.23,0.024903929,0.017669613,,,3.225252923
1,5,3,1,30,,1,,29,,0.236438666,0.506,0.056664459,0.072948054,,,3.048519702,,,2,,0.220235229,0.276,0.028473498,0.009819746,,,3.048519702
1,5,3,1,31,,1,,30,,0.232088844,0.552,0.065043618,0.077106301,,,3.149572732,,,2,,0.220609039,0.276,0.042698,0.036688901,,,3.149572732
1,5,3,1,32,,1,,31,,0.237181078,0.506,0.031607525,0.028517275,,,3.149572732,,,2,,0.235886825,0.276,0.009958214,-0.012454189,,,3.149572732
1,5,3,1,33,,1,,32,,0.24310329,0.506,0.03108665,0.035281499,,,3.161642674,,,2,,0.203207535,0.276,0.026332767,0.031297882,,,3.161642674
1,5,3,1,34,,1,,33,,0.247060987,0.506,0.031815789,0.040278756,,,3.070650807,,,2,,0.197340526,0.23,0.027550951,0.020699877,,,3.070650807
1,5,3,1,35,,1,,34,,0.233985248,0.506,0.033462388,0.04320905,,,3.085773871,,,2,,0.223287255,0.276,0.038896593,0.031827556,,,3.085773871
1,5,3,1,36,,1,,35,,0.205979228,0.552,0.034423888,0.039080021,,,3.161642674,,,2,,0.213032611,0.276,0.017793419,0.010393922,,,3.161642674
1,5,3,1,37,,1,,36,,0.216295272,0.46,0.037329456,0.04678047,,,3.058221767,,,2,,0.195880827,0.23,0.01783309,0.020510503,,,3.058221767
1,5,3,1,38,,1,,37,,0.203726327,0.46,0.028332156,0.027388091,,,2.966910911,,,2,,0.199799408,0.276,0.033308054,0.020485204,,,2.966910911
1,5,3,1,39,,1,,38,,0.20460374,0.46,0.054647661,0.063359787,,,2.784425311,,,2,,0.21221119,0.276,0.016290758,-0.000888598,,,2.784425311
1,5,3,1,40,,1,,39,,0.199429314,0.552,0.060490132,0.067010439,,,2.693259789,,,2,,0.192363244,0.276,0.028645733,0.021663223,,,2.693259789
1,5,3,1,41,,1,,40,,0.188881679,0.46,0.058101254,0.060367903,,,2.773765727,,,2,,0.192728207,0.276,0.017773929,0.006164665,,,2.773765727
1,5,3,1,42,,1,,41,,0.196363133,0.414,0.023044201,0.028714069,,,2.875643985,,,2,,0.193317546,0.23,0.026218889,0.020001061,,,2.875643985
1,5,3,1,43,,1,,42,,0.201382177,0.552,0.081699289,0.088504493,,,2.875643985,,,2,,0.178014466,0.23,0.010597531,0.007828853,,,2.875643985
1,5,3,1,44,,1,,43,,0.186446879,0.506,0.076380009,0.081820458,,,2.784425311,,,2,,0.18800053,0.23,0.03554872,0.039963489,,,2.784425311
1,5,3,1,45,,1,,44,,0.213221152,0.552,0.07587343,0.079831542,,,2.875643985,,,2,,0.211771523,0.23,0.012802483,-0.004240733,,,2.875643985
1,5,3,1,46,,1,,45,,0.203626485,0.506,0.090968189,0.100752965,,,2.99530305,,,2,,0.18589264,0.23,0.007630488,0.007287963,,,2.99530305
1,5,3,1,47,,1,,46,,0.212755349,0.368,0.010324149,0.007462626,,,3.161642674,,,2,,0.204193808,0.23,0.030558407,0.020683738,,,3.161642674
1,5,3,1,48,,1,,47,,0.210833818,0.46,0.049569885,0.054517759,,,3.252691259,,,2,,0.208706473,0.276,0.026857483,0.032661483,,,3.252691259
1,5,3,1,49,,1,,48,,0.217013959,0.46,0.047204146,0.048519307,,,3.23180699,,,2,,0.185126337,0.23,0.018945916,0.022401737,,,3.23180699
1,5,3,1,50,,1,,49,,0.205255354,0.46,0.050475754,0.054608944,,,3.240960416,,,2,,0.190382852,0.23,0.013401925,0.017474138,,,3.240960416
1,5,3,1,51,,1,,50,,0.203550387,0.506,0.02709215,0.035390005,,,3.240960416,,,2,,0.201781884,0.23,0.026209828,0.022697114,,,3.240960416
